genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	external_gene_name	chromosome_name	start_position	end_position
ENSG00000162458	712.057010645259	0.26754370959503	0.0680795885425963	3.9298667239687	8.4992958055611e-05	0.00193132583760492	FBLIM1	1	15756607	15786594
ENSG00000053372	2494.22440352282	-0.272389786472259	0.0572826746013282	-4.75518624729062	1.98263551086847e-06	0.000100714024807571	MRTO4	1	19251805	19260128
ENSG00000169914	922.274485247809	0.294409115148658	0.069967557722052	4.20779465131835	2.57875039442792e-05	0.000792918272972992	OTUD3	1	19882395	19912945
ENSG00000183114	84.0129709109972	1.14452067892438	0.315646440704859	3.62595781650061	0.000287892352300422	0.00486295835867978	FAM43B	1	20552573	20555020
ENSG00000158825	49.182789722474	1.34586394659824	0.281649103979969	4.77851314838181	1.76596216833364e-06	9.21743953761744e-05	CDA	1	20589086	20618903
ENSG00000158828	1140.95126406561	0.582583394485443	0.153043682692391	3.80664777687297	0.000140863137187825	0.00287481972454292	PINK1	1	20633458	20651511
ENSG00000076864	200.875729770477	-0.314608581231397	0.0917029104644315	-3.43073714496143	0.000601943571546831	0.00838051524557316	RAP1GAP	1	21596215	21669363
ENSG00000169641	1080.04754475713	0.268849963064828	0.0630178940977639	4.26624797470609	1.98787821871526e-05	0.000653406567451905	LUZP1	1	23084023	23177808
ENSG00000088280	1129.64586436586	-0.161579607416929	0.0405757680295034	-3.98217003063112	6.82888962247022e-05	0.00164824922009171	ASAP3	1	23428563	23484568
ENSG00000007968	1817.27002720474	-0.335524153139294	0.0730306068171157	-4.59429501906671	4.34214710970597e-06	0.000188472655626697	E2F2	1	23506438	23531233
ENSG00000179163	426.240346196366	0.241977147731664	0.0574706359608396	4.21044840875864	2.54864321905042e-05	0.000788304787071626	FUCA1	1	23845077	23868290
ENSG00000188529	4965.89810354968	-0.154668526842412	0.0564668219132643	-2.7391045148599	0.0061606785397292	0.0455811082105921	SRSF10	1	23964347	23980927
ENSG00000001461	860.508742318865	0.182707196072646	0.0610718493533612	2.99167616515924	0.00277450405777289	0.0261163641650957	NIPAL3	1	24415802	24472976
ENSG00000182749	197.559143147794	0.401288529209115	0.123396437142448	3.25202686967267	0.00114585189019782	0.0135464868423273	PAQR7	1	25861484	25875708
ENSG00000158062	285.398533993903	-0.18982479508863	0.0666435232163381	-2.84836073975892	0.00439450812284216	0.0360664135666016	UBXN11	1	26281328	26318363
ENSG00000198830	11298.3112897694	-0.387713861284423	0.109941929834266	-3.52653316045013	0.000421038436371305	0.00646831528665203	HMGN2	1	26472440	26476642
ENSG00000060642	147.461815486816	-0.31267832565654	0.106628105336973	-2.93241940920167	0.00336332200962696	0.0297792353337539	PIGV	1	26787054	26800659
ENSG00000198746	389.061765527534	-0.176824790569412	0.0582373823716037	-3.03627641505451	0.00239519674941483	0.0233895779861005	GPATCH3	1	26890488	26900467
ENSG00000253368	253.150078691398	0.383675715570376	0.0929144288300372	4.12934482191362	3.6379844405017e-05	0.00102640323174047	TRNP1	1	26993692	27000886
ENSG00000158246	91.2469501282585	0.524496984249628	0.155693250464728	3.36878434154377	0.000755004772479151	0.010001896979581	TENT5B	1	27005020	27012850
ENSG00000142784	1189.87683771923	0.317777048137916	0.0973478134004934	3.26434705657503	0.00109716680496979	0.0131647405483674	WDTC1	1	27234632	27308636
ENSG00000126709	123.750622290898	-0.450851232441732	0.154516659933098	-2.91781632244018	0.00352491919515301	0.0308394717106128	IFI6	1	27666064	27672212
ENSG00000117758	719.825544633535	0.242358344461084	0.0615654374714927	3.93659745491626	8.26450666436065e-05	0.00189403260305732	STX12	1	27773219	27824443
ENSG00000158156	289.932546858792	0.275370676895772	0.0762073636804096	3.61343922157697	0.000302162209122882	0.00502165361161881	XKR8	1	27959588	27968093
ENSG00000270605	28.6698370258827	-0.848420303435199	0.233113448790837	-3.63951675819636	0.000273150161762654	0.00468212567921238		1	28239509	28241453
ENSG00000180198	5219.66153478624	-0.285835741516437	0.0959285477496339	-2.97967339464418	0.00288555865937587	0.0269069645781373	RCC1	1	28505943	28539300
ENSG00000242125	4141.85528995259	-0.25177522869843	0.0724420477142403	-3.47553991973831	0.000509826107937699	0.00746743255203833	SNHG3	1	28505980	28510892
ENSG00000274266	958.733971473265	-0.323374593456659	0.0934321007985594	-3.46106520877506	0.000538042467133169	0.00771245675446453	SNORA73A	1	28507366	28507571
ENSG00000060656	3179.44506794017	0.490212940900256	0.0922061088348565	5.31649092554421	1.05787495675633e-07	8.88298863039509e-06	PTPRU	1	29236516	29326813
ENSG00000162512	1202.32090128805	0.312713821780205	0.101249081182477	3.08855960101616	0.00201129345563479	0.0206347836691613	SDC3	1	30869466	30908758
ENSG00000121769	19.1098493886862	1.30827320363522	0.424761490748322	3.08001839180472	0.00206987812733704	0.0210209537444325	FABP3	1	31365253	31376850
ENSG00000168528	232.367819298671	0.352850073234603	0.121460725409737	2.90505488127372	0.00367188710188082	0.0317176909032138	SERINC2	1	31409565	31434680
ENSG00000134668	10.0915374771421	1.21390668096645	0.362106117139624	3.35235066050645	0.000801284579722834	0.0105083036780486	SPOCD1	1	31790422	31816051
ENSG00000121775	505.729084659119	-0.208260127631689	0.0685590370203519	-3.03767580005341	0.00238410295919641	0.0233090690414862	TMEM39B	1	32072031	32102866
ENSG00000160051	166.505261551272	-0.300502118600774	0.0968926032341241	-3.10139379653845	0.0019261195125636	0.0199769116658235	IQCC	1	32205671	32208682
ENSG00000160058	1157.57747448709	0.215940210854565	0.060288572091784	3.58177683368939	0.000341265257523205	0.00545554061758765	BSDC1	1	32364633	32394731
ENSG00000004455	4637.53428603085	-0.160692759207229	0.0361279612553698	-4.44787786588276	8.67228133059639e-06	0.000334058836937623	AK2	1	33007940	33080996
ENSG00000142920	155.791138736517	0.266243155699871	0.0960417109446949	2.77216173140841	0.00556853619688337	0.0426955191768384	AZIN2	1	33081104	33123492
ENSG00000116525	266.913756651868	0.449416196754961	0.156821412456706	2.86578337558993	0.00415978786399345	0.0346008171412173	TRIM62	1	33145399	33182059
ENSG00000197056	593.765509083929	-0.247776266071788	0.0567990167947981	-4.36233371727098	1.28682383551832e-05	0.000464012228634741	ZMYM1	1	35032172	35115859
ENSG00000146463	2358.96536716775	-0.261564197535979	0.0596266576241671	-4.38669896918665	1.15083890450086e-05	0.00042526043625078	ZMYM4	1	35268709	35422058
ENSG00000092853	1847.92364563844	-0.311726051091524	0.066759587456018	-4.66938252572176	3.02106391976873e-06	0.000142118579676082	CLSPN	1	35720218	35769978
ENSG00000183317	49.9514367405011	1.75247746184343	0.271441934484932	6.45617805947633	1.07380259159515e-10	2.3352969278462e-08	EPHA10	1	37713880	37765133
ENSG00000188786	444.683196419685	0.195094937761583	0.0641459622814481	3.04142195116788	0.00235463601781898	0.0230906955284286	MTF1	1	37809574	37859592
ENSG00000127603	2350.24636185775	0.424362941080722	0.087894292012796	4.82810580030545	1.37837861140118e-06	7.55322536714796e-05	MACF1	1	39081316	39487177
ENSG00000163909	188.500887837665	0.403047900040699	0.112911610839885	3.56958772479336	0.000357543474668024	0.00568096854194749	HEYL	1	39623435	39639643
ENSG00000116990	458.19957916767	0.287861657539057	0.0847375918172964	3.39709509517002	0.000681052950077748	0.00924548318410198	MYCL	1	39895426	39902256
ENSG00000131238	2564.75338900182	-0.179664247945408	0.0615767378206172	-2.91772923191869	0.0035259037730258	0.0308394717106128	PPT1	1	40072710	40097260
ENSG00000187801	89.0899647535656	-0.667574062100629	0.241725401096604	-2.76170422749174	0.00575005422860285	0.0436285013165897	ZFP69B	1	40450102	40463718
ENSG00000272145	81.580498192293	-0.485414160860751	0.151211183253955	-3.21017368170124	0.00132654792264282	0.0150601781016513	NFYC-AS1	1	40690380	40692066
ENSG00000117013	390.300423712836	-0.226927821444671	0.0801061528771253	-2.832838843138	0.0046136639492391	0.0373204478621519	KCNQ4	1	40783787	40840452
ENSG00000171793	3043.87819388572	-0.194331365117231	0.0630957922696296	-3.07994175406797	0.00207041080416082	0.0210209537444325	CTPS1	1	40979688	41012565
ENSG00000236876	189.287334649889	0.855373983600728	0.284405632524199	3.00758454046422	0.00263332869125853	0.0251503368783603	TMSB4XP1	1	42500205	42500339
ENSG00000285728	13.4412822251072	-0.784966123014389	0.270075090019364	-2.9064736142756	0.0036552772527608	0.0316245958689627		1	42658687	42682160
ENSG00000117385	1201.01274211972	0.332848097780264	0.101294672050117	3.2859388459798	0.00101643074608374	0.0124903126054952	P3H1	1	42746335	42767084
ENSG00000228192	88.948163733628	-0.630879941923716	0.124987831760733	-5.04753089189853	4.47556421919949e-07	3.08385576793554e-05		1	42832522	42846422
ENSG00000227533	16.0143946595182	0.834280151227646	0.300747311991482	2.77402363367183	0.00553676557358815	0.0424987469284461	SLC2A1-AS1	1	42959049	42996814
ENSG00000236200	64.1704287075993	-0.57778115475461	0.142805166424714	-4.04594013802162	5.21135500690114e-05	0.00133336605188826	KDM4A-AS1	1	43685123	43708138
ENSG00000237950	32.4277794686319	-0.673099924653854	0.176896262510815	-3.80505452800453	0.000141772955005658	0.00288492763607029		1	43937918	43940781
ENSG00000132781	272.089235198519	-0.424995146820223	0.119604512594658	-3.5533370572776	0.000380376758550183	0.00593963571140584	MUTYH	1	45329163	45340893
ENSG00000288208	244.425808434331	-0.343731691057476	0.103348344990867	-3.32595254513125	0.000881169293471282	0.0113004008041114		1	45329262	45491155
ENSG00000070759	144.720464663606	0.35041855619573	0.123720109134169	2.83234923286169	0.00462073510503611	0.0373342521373622	TESK2	1	45343883	45491163
ENSG00000117450	11920.4019441563	0.13343069570021	0.0421192835402937	3.16792415456362	0.00153531568716039	0.0167385487814802	PRDX1	1	45510914	45542732
ENSG00000117448	1843.19517799704	0.242942067348169	0.0656181218048639	3.70236240638879	0.000213601207586663	0.00389822203845661	AKR1A1	1	45550543	45570049
ENSG00000123472	2080.656928717	-0.223414705749365	0.0739476153479938	-3.02125639478685	0.00251728104855893	0.0242976392657482	ATPAF1	1	46632737	46673867
ENSG00000085831	204.889309882172	0.383103893320741	0.128765305586406	2.9752105318747	0.00292787530693142	0.0271560109542933	TTC39A	1	51287258	51345116
ENSG00000078618	4139.03766063321	0.092676624374319	0.0295174587977431	3.13972232533124	0.00169108041410481	0.0180780219588736	NRDC	1	51789191	51878937
ENSG00000169213	1850.39067188502	0.299066320417606	0.105457868274174	2.8358843708094	0.00456989879382401	0.0370813630071736	RAB3B	1	51907956	51990700
ENSG00000085840	1500.10181386119	-0.214566081626824	0.0499560450210333	-4.29509745089877	1.74616615564094e-05	0.000591057135800186	ORC1	1	52372829	52404423
ENSG00000134748	2150.98555248394	-0.102722834346464	0.0342309437048383	-3.00087649444339	0.00269203728849519	0.0255358266738767	PRPF38A	1	52404602	52420836
ENSG00000162377	983.945327524523	-0.122886556366528	0.0427241839180547	-2.87627627018517	0.00402397344963711	0.0338214644450578	COA7	1	52684449	52698347
ENSG00000157184	1239.34058626819	-0.251311112418228	0.083102102330177	-3.02412460541289	0.00249353713691518	0.0241018834928311	CPT2	1	53196792	53214197
ENSG00000162385	896.227978701852	-0.169314415944491	0.0616087397481946	-2.74822073356	0.00599196549123791	0.0448567747453217	MAGOH	1	53226900	53238518
ENSG00000058804	2922.28509775148	-0.240021490714685	0.052197435181905	-4.5983387857703	4.25873070458064e-06	0.000185623757098611	NDC1	1	53765478	53838463
ENSG00000058799	338.169667629443	0.239882656494729	0.0728769315254462	3.29161301763878	0.000996145818650038	0.0123281164207324	YIPF1	1	53851719	53889798
ENSG00000116212	924.77001696553	-0.175197761293251	0.0546759518921657	-3.20429284228619	0.00135394685969622	0.0152798392090473	LRRC42	1	53946085	53968168
ENSG00000162390	61.5338103037905	0.502890151514993	0.165273132124936	3.04278224203339	0.00234401886877406	0.0230256448236042	ACOT11	1	54542257	54639192
ENSG00000116133	6790.75462772481	-0.497077940814238	0.14040689622608	-3.54026728155756	0.000399721988911538	0.00620120631145861	DHCR24	1	54849627	54887195
ENSG00000134709	349.434514485099	1.01403581886861	0.175447744128111	5.77970280500254	7.48326980062063e-09	1.01451757725557e-06	HOOK1	1	59814786	59876322
ENSG00000162604	405.470496288079	0.183694273569742	0.0654377606704311	2.80716014251916	0.00499803879487246	0.0394467950911001	TM2D1	1	61681046	61725423
ENSG00000132849	602.76730559687	0.207250094210113	0.0762926011744974	2.71651629410417	0.00659729476823633	0.0477926162981395	PATJ	1	61742477	62178675
ENSG00000240563	20.7059463611216	2.87510490090289	0.424026046787163	6.78049125209997	1.19767929626357e-11	3.12564354342385e-09	L1TD1	1	62194849	62212328
ENSG00000162607	3219.26958525627	-0.262005102366435	0.0664168986771258	-3.94485601684185	7.98479417005465e-05	0.0018449578319655	USP1	1	62436297	62451804
ENSG00000187140	146.574179474949	-0.402574466455431	0.0983774011754953	-4.0921437407894	4.27403571061448e-05	0.00115937732163233	FOXD3	1	63322567	63325128
ENSG00000079739	970.819356376557	0.315449045489993	0.0735125317697289	4.29109211580561	1.77796537051705e-05	0.00059605787164386	PGM1	1	63593411	63660245
ENSG00000185483	19.3404099393853	1.73857789164842	0.411587220717411	4.22408132258824	2.39917412789648e-05	0.000752871399966635	ROR1	1	63774017	64181498
ENSG00000162434	1012.83202444215	0.346113913899958	0.0598779284242928	5.78032545560707	7.45562538918021e-09	1.01451757725557e-06	JAK1	1	64833229	65067754
ENSG00000162433	816.090035387507	0.648439009850727	0.109441070748959	5.92500608238884	3.12285831078678e-09	4.82955820834122e-07	AK4	1	65147549	65232145
ENSG00000116675	509.076259944974	0.502867369622559	0.115832166856909	4.34134475135708	1.41613322012288e-05	0.000501969938365458	DNAJC6	1	65248219	65415871
ENSG00000184588	43.8324470308826	1.61269351392601	0.380491511202959	4.23844807687649	2.25070221407328e-05	0.000716313427216796	PDE4B	1	65792514	66374579
ENSG00000116704	461.802209040287	-0.199892072786495	0.0611133620559705	-3.27084071407206	0.00107228288128023	0.0129330571896988	SLC35D1	1	66999350	67054148
ENSG00000142864	15625.6182264002	-0.14922739775503	0.0466793010850678	-3.19686444068818	0.00138930200966095	0.015594541590162	SERBP1	1	67407810	67430415
ENSG00000116729	1805.60284422481	-0.245315339854029	0.0431680464897094	-5.68279919529156	1.32507818456192e-08	1.64672513912403e-06	WLS	1	68098473	68233120
ENSG00000024526	2388.72705399042	-0.220156787351538	0.077715372440772	-2.83286022362335	0.00461335538677678	0.0373204478621519	DEPDC1	1	68474152	68497221
ENSG00000066557	2445.90661181646	-0.404471306532439	0.119648229045166	-3.38050391351597	0.000723530447166775	0.00970190666406417	LRRC40	1	70144805	70205579
ENSG00000254685	256.211359977683	-0.250269406138169	0.0852547701789918	-2.93554724988092	0.00332959898503438	0.0296062042630101	FPGT	1	74198238	74234086
ENSG00000117054	1304.54420878762	-0.264665378144296	0.0508355336468535	-5.2063066748327	1.92636186437465e-07	1.47862437516228e-05	ACADM	1	75724431	75787575
ENSG00000137941	429.254511883657	0.393933540924875	0.132718142351881	2.96819661535364	0.00299552651170558	0.0275387945888987	TTLL7	1	83865024	83999150
ENSG00000174021	663.815535843817	0.273538173593893	0.0685238819199525	3.99186627975093	6.5555336967914e-05	0.00160265143467928	GNG5	1	84498325	84506581
ENSG00000285851	551.232314626675	0.242731079491962	0.0656636469619589	3.69658236668737	0.000218521382925207	0.00397411971490634		1	84498350	84556688
ENSG00000153898	401.33893844035	-0.236115198695654	0.0595433686070816	-3.96543232637283	7.32630366905799e-05	0.00173619259934839	MCOLN2	1	84925583	84997113
ENSG00000142871	1897.48008815525	0.331173443996197	0.0966966770568217	3.42486892079642	0.000615096107592486	0.00853854822760367	CCN1	1	85580761	85584589
ENSG00000097033	1418.21057601189	0.229215964385345	0.0525233913433393	4.36407395872416	1.2766238490645e-05	0.000461130669909493	SH3GLB1	1	86704570	86748184
ENSG00000237505	242.480778372057	1.311604051751	0.473320250080269	2.77107106980647	0.00558722304575997	0.0427798454158188	PKN2-AS1	1	87620803	88685204
ENSG00000232882	95.8368237306139	0.459652242552841	0.159960006675759	2.8735447822565	0.00405893529755796	0.0340604707164048	PHKA1P1	1	90892992	90893612
ENSG00000122482	1501.698936856	-0.10976764469671	0.0346287014774158	-3.16984582192023	0.00152519843089267	0.0166892520126714	ZNF644	1	90915298	91022272
ENSG00000154511	36.7653131890998	0.952439051868019	0.339052774932186	2.80911740674742	0.0049677526291051	0.0393022374605126	DIPK1A	1	92832737	92961522
ENSG00000143036	49.9181537908688	0.645639403922908	0.197754821219658	3.26484785524272	0.0010952288861322	0.0131490446720346	SLC44A3	1	94820342	94895246
ENSG00000117600	30.6509039477099	0.760783335334421	0.211659052402722	3.59438127827807	0.00032516337214546	0.00529950743102175	PLPPR4	1	99264292	99309590
ENSG00000162688	1939.50212695805	-0.251047196374944	0.0921168911247205	-2.72531121393406	0.00642409026462115	0.04704389917389	AGL	1	99850361	99924023
ENSG00000156876	591.497163104905	-0.229753560102049	0.0627923707837218	-3.65894068394707	0.000253259944743556	0.00441734429937841	SASS6	1	100083563	100132955
ENSG00000181656	7.68880085313726	-1.55917697266877	0.462788473235171	-3.36909206439215	0.000754162341955413	0.010001896979581	GPR88	1	100538139	100542021
ENSG00000162692	10.5775379757349	-2.79590200340804	0.73527553639021	-3.80252281632319	0.000143230070831271	0.00290899731772495	VCAM1	1	100719742	100739045
ENSG00000060718	2529.15101695288	9.00567286167791	1.15685988418584	7.78458392825665	6.99430006887312e-15	3.74428197020341e-12	COL11A1	1	102876467	103108872
ENSG00000197780	333.84010229004	0.376606267360774	0.072690985569632	5.18092118863922	2.20792771838066e-07	1.67018532262143e-05	TAF13	1	109062486	109076003
ENSG00000116337	1360.59409762382	0.277618706534568	0.0798636489835486	3.47615855358369	0.000508651471790495	0.00745760212643395	AMPD2	1	109616104	109632051
ENSG00000213366	65.4344547075829	0.721703530026557	0.158711210638469	4.5472750609315	5.43449533564597e-06	0.000227505969228027	GSTM2	1	109668022	109709551
ENSG00000162777	10.7633027313132	1.54973009101863	0.573702994292284	2.70127593273304	0.00690740054342811	0.0494556613668354	DENND2D	1	111185969	111204535
ENSG00000064886	90.2132297232115	2.762369210322	0.391534017985443	7.05524701157565	1.72294382693923e-12	5.36889868937868e-10	CHI3L2	1	111200771	111243440
ENSG00000134216	8.77747085922723	2.44129750198823	0.447908157220286	5.4504421556841	5.02447434792306e-08	4.83414633345335e-06	CHIA	1	111290851	111320566
ENSG00000173947	30.3209829844661	0.819635967735453	0.2791905897643	2.93575785783973	0.00332733940472307	0.0296062042630101	PIFO	1	111346600	111353013
ENSG00000085465	36.26107385815	1.10078983862306	0.283247652515874	3.88631584002754	0.000101777071529961	0.00224145748882124	OVGP1	1	111414319	111427735
ENSG00000155366	1183.99519134163	0.244527845945447	0.0796061856483894	3.07171916294917	0.00212829860316169	0.0214349340264398	RHOC	1	112701127	112707434
ENSG00000226419	327.118422427656	-0.403981215179602	0.133180784566295	-3.03332959401893	0.00241871270690851	0.0235641082103761	SLC16A1-AS1	1	112956415	113047055
ENSG00000081026	576.433405082885	-0.168762663238761	0.057475257793102	-2.93626631212806	0.0033218900316796	0.0295880631746615	MAGI3	1	113390515	113685923
ENSG00000118655	687.806820234962	-0.143284640168175	0.0442589502271954	-3.23741614820616	0.00120617380369835	0.0140370661502866	DCLRE1B	1	113905213	113914086
ENSG00000116774	113.49472049082	3.16487063948979	0.35192910790382	8.99292092757138	2.40745448961045e-19	2.01051339336348e-16	OLFML3	1	113979391	114035572
ENSG00000134207	130.413433930258	1.46369725576635	0.142671081114073	10.259242758496	1.07546767544011e-24	1.18176916462309e-21	SYT6	1	114089291	114153880
ENSG00000175984	124.596440302851	0.552630443978967	0.140038719646422	3.94626889887511	7.93784641527177e-05	0.00183936023815809	DENND2C	1	114582848	114670422
ENSG00000213281	2560.69606167193	-0.112221542478603	0.0409409481058242	-2.74105871189238	0.00612415632413293	0.0454260681461212	NRAS	1	114704469	114716771
ENSG00000177551	18.4889467882334	1.21721005033309	0.275064473883235	4.42518087904654	9.6361508423875e-06	0.000365124423389049	NHLH2	1	115836377	115843917
ENSG00000134247	2811.93855408786	0.215059092008582	0.043991593473565	4.88864064762313	1.01534643762845e-06	5.93792799014196e-05	PTGFRN	1	116909916	116990353
ENSG00000116874	445.666329924058	-0.228296355855704	0.0551582962076609	-4.13893052454358	3.48928586919451e-05	0.0009965705933932	WARS2	1	119031216	119140654
ENSG00000265808	1101.2568091274	0.202719578613645	0.068398471323458	2.96380276768145	0.00303862976253494	0.0278492151809501	SEC22B	1	120150898	120176520
ENSG00000223804	46.842313340249	0.407763591228096	0.151178185135109	2.69723830103977	0.00699172163330775	0.0498834277233698		1	120267334	120341871
ENSG00000275131	149.909961568634	0.374025539616547	0.137837800619779	2.71351935343401	0.0066572679451454	0.0481721119397913	PDE4DIPP2	1	120489860	120701289
ENSG00000213244	98.5035595692671	-1.29925208560192	0.396896755660564	-3.27352659620395	0.00106214394466466	0.0128702503056929	H3P4	1	121118195	121118610
ENSG00000223612	95.9851850842123	-0.440723953956431	0.102646909590175	-4.29359204009211	1.7580538429539e-05	0.000591057135800186		1	145233001	145233519
ENSG00000207501	18.3273543247455	-1.26121379627256	0.404189003333081	-3.12035653091043	0.001806322650055	0.0190924153005681	RNVU1-14	1	145281116	145281279
ENSG00000276216	47.0784329464469	-1.22751689228198	0.335010616183633	-3.66411341307802	0.000248196798777992	0.00434719191685144		1	145281116	145281462
ENSG00000188092	322.204628100521	0.23524788625564	0.0817969113990531	2.87599962189236	0.00402750194284528	0.0338261567980118	GPR89B	1	147928393	147993592
ENSG00000178104	760.139981782982	0.352015707861938	0.0655982149760816	5.36623912693797	8.03953400510205e-08	7.17305089566327e-06	PDE4DIP	1	148808181	149048286
ENSG00000215861	7.26742481899522	2.74672675019576	0.682807692896034	4.02269449915818	5.75361058509977e-05	0.0014472756842857		1	149197992	149321732
ENSG00000203811	1197.40075270392	-1.36312150842245	0.198523053993079	-6.86631341300023	6.58822482689227e-12	1.8029705346394e-09	H3C14	1	149839538	149841193
ENSG00000220323	204.787705293314	-0.300421614859373	0.10558581751389	-2.84528378842028	0.00443718714473395	0.0362865621652	H2BC19P	1	149842875	149846486
ENSG00000203852	1199.58775102234	-1.41409050475215	0.193633970308776	-7.30290507650689	2.81619872264358e-13	1.08882586909912e-10	H3C15	1	149852619	149854274
ENSG00000264207	40.6472825408518	-0.528395196021359	0.181867260967536	-2.9053893109199	0.00366796558907057	0.0317100561360726		1	149861271	149862504
ENSG00000184260	1011.05479485244	-0.592108177812213	0.212750968491851	-2.78310450010898	0.00538414613540443	0.0415718206416323	H2AC20	1	149886918	149887411
ENSG00000023902	970.576954892026	-0.202918991846022	0.0655932219627034	-3.09359695673133	0.00197745926688217	0.0203576896321331	PLEKHO1	1	150149183	150164720
ENSG00000143401	4845.39472418352	-0.330512472408616	0.0655868902410302	-5.03930695896681	4.67220615376201e-07	3.18778823785109e-05	ANP32E	1	150218417	150236156
ENSG00000163125	1400.41853176232	-0.211545321940928	0.0679298532140609	-3.11417310551673	0.00184461232320571	0.0193916495890679	RPRD2	1	150363091	150476566
